AcademicYear	DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
2012	31002	Everett School District	2883	Hawthorne Elementary School	0
2012	31002	Everett School District	4334	Heatherwood Middle School	0
2012	31002	Everett School District	4438	Henry M. Jackson High School	0
2012	31002	Everett School District	2751	Jackson Elementary School	0
2012	31002	Everett School District	3533	Jefferson Elementary	0
2012	31002	Everett School District	2811	Lowell Elementary	0
2012	31002	Everett School District	2669	Madison Elementary	0
2012	31002	Everett School District	4316	Mill Creek Elementary	0
2012	31002	Everett School District	3686	Monroe Elementary	0
2012	31002	Everett School District	2364	North Middle School	0
2012	31002	Everett School District	1663	NW Learning Center	0
2012	31002	Everett School District	1665	Other Schools	0
2012	31002	Everett School District	1811	Pass Program	0
2012	31002	Everett School District	4530	Penny Creek Elementary	0
2012	31002	Everett School District	1907	Port Gardner	0
2012	31002	Everett School District	4137	Sequoia High School	0
2012	31002	Everett School District	4298	Silver Firs Elementary	0
2012	31002	Everett School District	2545	Silver Lake Elementary	0
2012	31002	Everett School District	1810	Sno Co Jail	0
2012	31002	Everett School District	3903	Special Services	0
2012	31002	Everett School District	3002	View Ridge Elementary	0
2012	31002	Everett School District	2752	Whittier Elementary	0
2012	31002	Everett School District	4125	Woodside Elementary	0
2012	06114	Evergreen School District (Clark)	1646	49th Street Academy	0
2012	06114	Evergreen School District (Clark)	4299	Burnt Bridge Creek Elementary Sch	0
2012	06114	Evergreen School District (Clark)	3736	Burton Elementary School	0
2012	06114	Evergreen School District (Clark)	3785	Cascade Middle School	0
2012	06114	Evergreen School District (Clark)	4587	Columbia Valley Elementary	0
2012	06114	Evergreen School District (Clark)	3320	Covington Middle School	0
2012	06114	Evergreen School District (Clark)	3822	Crestline Elementary School	0
2012	06114	Evergreen School District (Clark)	1530	Early Childhood Center	0
2012	06114	Evergreen School District (Clark)	3148	Ellsworth Elementary School	0
2012	06114	Evergreen School District (Clark)	5136	Endeavour Elementary School	0
2012	06114	Evergreen School District (Clark)	1926	Evergreen Flex Academy	0
2012	06114	Evergreen School District (Clark)	2724	Evergreen High School	0
2012	06114	Evergreen School District (Clark)	3971	Fircrest Elementary School	0
2012	06114	Evergreen School District (Clark)	4499	Fishers Landing Elementary School	0
2012	06114	Evergreen School District (Clark)	4498	Frontier Middle School	0
2012	06114	Evergreen School District (Clark)	4380	Harmony Elementary School	0
2012	06114	Evergreen School District (Clark)	4163	Hearthwood Elementary School	0
2012	06114	Evergreen School District (Clark)	4523	Heritage High School	0
2012	06114	Evergreen School District (Clark)	4560	Illahee Elementary School	0
2012	06114	Evergreen School District (Clark)	3994	Image Elementary School	0
2012	06114	Evergreen School District (Clark)	1801	iQ Academy Washington	0
2012	06114	Evergreen School District (Clark)	4042	Legacy High School	0
2012	06114	Evergreen School District (Clark)	1739	Legacy Home School	0
2012	06114	Evergreen School District (Clark)	3618	Marrion Elementary School	0
2012	06114	Evergreen School District (Clark)	2829	Mill Plain Elementary School	0
2012	06114	Evergreen School District (Clark)	4162	Mountain View High School	0
2012	06114	Evergreen School District (Clark)	2912	Orchards Elementary School	0
2012	06114	Evergreen School District (Clark)	4209	Pacific Middle School	0
2012	06114	Evergreen School District (Clark)	4445	Pioneer Elementary School	0
2012	06114	Evergreen School District (Clark)	3995	Riverview Elementary School	0
2012	06114	Evergreen School District (Clark)	4561	Shahala Middle School	0
2012	06114	Evergreen School District (Clark)	3149	Sifton Elementary School	0
