DistrictCode	DistrictName	SchoolCode	SchoolName	RMRFlag
17216	Enumclaw School District	5491	JJ Smith Elementary	0
21401	Centralia School District	2768	Washington Elementary School	0
27400	Clover Park School District	1882	Special Education Services/relife	0
03400	Richland School District	2001	Special Programs	0
13073	Wahluke School District	5120	Mattawa Elementary Pre-School	0
27003	Puyallup School District	4146	Pope Elementary	0
17401	Highline Public Schools	1952	Birth to Three Development Center	0
13161	Moses Lake School District	5323	Skill Source Learning Center	0
50005	Skills Centers	5337	SE AREA TECHNICAL SKILLS CENTER	0
18402	South Kitsap School District	2641	East Port Orchard Elementary	0
21302	Chehalis School District	2274	Cascade Elementary School	0
27400	Clover Park School District	3248	Hudtloff Middle School	0
20404	Goldendale School District	3393	Goldendale Middle School	0
27010	Tacoma School District	2336	Lyon	0
36401	Waitsburg School District	2174	Preston Hall Middle School	0
32356	Central Valley School District	3465	Summit School	0
34003	North Thurston Public Schools	3262	Lydia Hawk Elementary	0
11051	North Franklin School District	2918	Connell Elem	0
17403	Renton School District	5313	Meadow Crest Early Childhood Educationan Center	1
23309	Shelton School District	1888	Mason County Detention Center	0
32081	Spokane School District	2155	Bemiss Elementary	0
27010	Tacoma School District	3054	Baker	0
31201	Snohomish School District	4366	Cascade View Elementary	0
04246	Wenatchee School District	4423	John Newbery Elementary	0
17001	Seattle Public Schools	1868	Interagency Peace for Streets	0
18402	South Kitsap School District	3680	Cedar Heights Middle School	0
27400	Clover Park School District	1825	Alfaretta House	0
34033	Tumwater School District	4452	George Washington Bush Middle Sch	0
04228	Cascade School District	2827	Osborn Elementary	0
10070	Inchelium School District	4214	Inchelium Middle School	0
27403	Bethel School District	5036	Spanaway Lake High School Preschool	0
29320	Mount Vernon School District	3001	Madison Elementary	0
27400	Clover Park School District	3351	Lake Louise Elementary School	0
27010	Tacoma School District	3053	Grant	0
27400	Clover Park School District	3457	Carter Lake Elementary School	0
27010	Tacoma School District	4285	Metro Parks Program	0
31006	Mukilteo School District	4425	Voyager Middle School	0
31016	Arlington School District	2277	Arlington Special Educ School	0
16046	Brinnon School District	2836	Brinnon Elementary	0
06114	Evergreen School District (Clark)	5310	Henrietta Lacks Health and Bioscience High School	0
39119	Selah School District	4272	Selah Academy	0
14005	Aberdeen School District	2449	McDermoth Elementary	0
39207	Wapato School District	4022	Pace Alternative High School	0
27344	Orting School District	4547	Ptarmigan Ridge Intermediate Sch	0
17401	Highline Public Schools	5277	Southwest Youth and Family Services	1
03017	Kennewick School District	3077	Hawthorne Elementary School - Kennewick	0
17401	Highline Public Schools	3278	Madrona Elementary	1
32416	Riverside School District	3466	Riverside Middle School	0
39209	Mount Adams School District	2532	White Swan High School	0
21302	Chehalis School District	2028	Special Services	0
34401	Rochester School District	1735	H.e.a.r.t. High School	0
27400	Clover Park School District	3500	Woodbrook Middle School	0
24105	Okanogan School District	3193	Okanogan Co Juvenile Detention	0
31311	Sultan School District	4274	Sultan Senior High School	0
36140	Walla Walla School District	2407	Paine Campus Aep	0
13161	Moses Lake School District	5173	Sage Point Elementary School	0
34003	North Thurston Public Schools	3710	Timberline High School	0
33211	Northport School District	2062	Northport Elementary School	0
37502	Ferndale School District	3364	Mountain View Elem	0
27400	Clover Park School District	3684	Night Program	0
29320	Mount Vernon School District	3821	La Venture Middle School	0
37503	Blaine School District	1783	Timber Ridge	0
27403	Bethel School District	1943	Preschool PV/ECEAP PV	0
02250	Clarkston School District	3266	Highland Elementary	0
10070	Inchelium School District	4215	Inchelium Elementary School	0
27404	Eatonville School District	2206	Eatonville High School	0
23403	North Mason School District	3174	Hawkins Middle School	0
05402	Quillayute Valley School District	2349	Forks Junior-Senior High School	0
13161	Moses Lake School District	2969	Lakeview Terrace Elementary	0
31006	Mukilteo School District	5482	Pathfinder Kindergarten Center	0
17414	Lake Washington School District	5057	Renaissance School	0
24019	Omak School District	5196	Washington Virtual Academy Omak Middle School	0
39120	Mabton School District	5443	Mabton Step Up To College	0
17001	Seattle Public Schools	2645	West Seattle Elementary School	1
17409	Tahoma School District	3341	Tahoma Middle School	0
17405	Bellevue School District	1746	Kelsey Creek Home School Center	0
17409	Tahoma School District	2849	Tahoma Senior High School	0
29101	Sedro-Woolley School District	3402	Samish Elementary School	0
17411	Issaquah School District	3879	Pine Lake Middle School	0
06119	Battle Ground School District	3544	Lewisville Middle School	0
32356	Central Valley School District	5068	Central Valley Kindergarten Center	0
21302	Chehalis School District	5369	Lewis County Alternative School	0
27401	Peninsula School District	1669	Alternative Middle School	0
17001	Seattle Public Schools	2061	Green Lake Elementary School	0
34002	Yelm School District	1627	Yelm Extension School	0
32360	Cheney School District	5269	Westwood Middle School	0
32801	Educational Service District 101	3526	Spokane Juvenile Detention School	0
17411	Issaquah School District	5056	Grand Ridge Elementary	0
32081	Spokane School District	5250	On Track Academy	0
38265	Tekoa School District	2052	Tekoa Elementary School	0
27010	Tacoma School District	2168	Sheridan	0
03017	Kennewick School District	4136	Sunset View Elementary School	0
08401	Castle Rock School District	2281	Castle Rock High School	0
39208	West Valley School District (Yakima)	5506	WEST VALLEY VIRTUAL ACADEMY 9-12	0
29101	Sedro-Woolley School District	2380	Central Elementary School	0
27909	SOAR Academy Charter District	5379	SOAR Academy Public Charter School	0
38301	Palouse School District	2622	Palouse Elementary	0
18400	North Kitsap School District	4359	Kingston Middle School	0
27400	Clover Park School District	2652	Lakeview Hope Academy	0
17405	Bellevue School District	3168	Phantom Lake Elementary	0
27344	Orting School District	5011	Orting Special Education	0
36250	College Place School District	2114	Davis Elementary	0
17406	Tukwila School District	5315	Youthsource	1
17415	Kent School District	1807	Regional Justice Center	1
17417	Northshore School District	4187	Sunrise Elementary	0
27003	Puyallup School District	4496	Zeiger Elementary	0
31016	Arlington School District	1714	Stillaguamish Valley Learning Center	0
39007	Yakima School District	2176	Garfield Elementary School	0
32363	West Valley School District (Spokane)	1824	West Valley Shared Learning	0
31006	Mukilteo School District	4164	Mukilteo Elementary	0
34402	Tenino School District	3795	Tenino Middle School	0
13165	Ephrata School District	5497	Sage Hills Open Doors	0
15201	Oak Harbor School District	3377	Crescent Harbor Elem	0
17415	Kent School District	3678	Fairwood Elementary School	1
32354	Mead School District	3940	Special Services Office	0
27010	Tacoma School District	2938	Sherman	0
17412	Shoreline School District	3229	Cordell Hull Middle School	0
31006	Mukilteo School District	4303	Challenger Elementary	0
34111	Olympia School District	3697	Pioneer Elementary School	0
27400	Clover Park School District	5364	Meriwether Elementary School	0
32312	Great Northern School District	2097	Great Northern Elementary	0
17414	Lake Washington School District	3528	Redmond High	0
06122	Ridgefield School District	2390	Ridgefield High School	0
31330	Darrington School District	3188	Darrington Sr High School	0
08458	Kelso School District	2691	Catlin Elementary	0
11001	Pasco School District	1970	Pasco Early Childhood	0
18400	North Kitsap School District	3236	North Kitsap High School	0
29011	Concrete School District	2577	Concrete Elementary	0
29101	Sedro-Woolley School District	2774	Mary Purcell Elementary School	0
08130	Toutle Lake School District	2560	Toutle Lake High School	0
06119	Battle Ground School District	2910	Yacolt Primary	0
12110	Pomeroy School District	2241	Pomeroy Jr Sr High School	0
14117	Wishkah Valley School District	3376	Wishkah Elementary School	0
27343	Dieringer School District	4548	Dieringer Heights Elementary	0
31103	Monroe School District	2228	Frank Wagner Middle School	0
39205	Zillah School District	4481	Zillah Middle School	0
17405	Bellevue School District	3283	Tyee Middle School	0
18801	Olympic Educational Service District 114	3084	Clallam Bay Correction Ctr	0
37502	Ferndale School District	2458	Central Elementary	0
32081	Spokane School District	2381	Arlington Elementary	0
31103	Monroe School District	4159	Salem Woods Elementary School	0
34401	Rochester School District	2527	Rochester Primary School	0
17001	Seattle Public Schools	2182	Franklin High School	1
37502	Ferndale School District	3135	Lummi High School	0
17414	Lake Washington School District	3941	Kirk Elementary	0
34111	Olympia School District	3066	Madison Elementary School	0
16020	Queets-Clearwater School District	2491	Queets-Clearwater Elementary	0
04246	Wenatchee School District	1802	Chelan County Juvenile Detention Center	0
32363	West Valley School District (Spokane)	3196	Ness Elementary	0
17216	Enumclaw School District	3330	Enumclaw Sr High School	0
17415	Kent School District	4465	Meadow Ridge Elementary School	1
27001	Steilacoom Hist. School District	3827	Saltars Point Elementary	0
06037	Vancouver School District	1738	Gate Program	0
39208	West Valley School District (Yakima)	5008	West Valley Preschool	0
17412	Shoreline School District	3170	Sunset Elementary	0
19403	Kittitas School District	5095	Productive Learning Academics Northwest	0
31016	Arlington School District	5495	Arlington Open Doors	0
27400	Clover Park School District	3117	Idlewild Elementary School	0
03017	Kennewick School District	5220	Cottonwood Elementary	0
39003	Naches Valley School District	5148	Naches Valley Intermediate School	0
19404	Cle Elum-Roslyn School District	2328	Cle Elum Roslyn Elementary	0
17210	Federal Way Public Schools	3584	Thomas Jefferson High School	1
04246	Wenatchee School District	4432	Foothills Middle School	0
18401	Central Kitsap School District	4135	Woodlands Elementary	0
27400	Clover Park School District	3454	Beachwood Elementary School	0
32361	East Valley School District (Spokane)	3128	Trentwood School	0
31311	Sultan School District	5329	Open Doors Youth Reengagement Sultan	0
32414	Deer Park School District	4123	Deer Park High School	0
27003	Puyallup School District	4414	Shaw Road Elementary	0
27400	Clover Park School District	3298	Hillside Elementary School	0
32081	Spokane School District	1741	Medicine Wheel Academy	0
06114	Evergreen School District (Clark)	1646	Special Services School	0
17403	Renton School District	3485	Hazelwood Elementary School	1
31201	Snohomish School District	3561	Riverview Elementary	0
27402	Franklin Pierce School District	2340	Midland Elementary	0
39208	West Valley School District (Yakima)	2505	Wide Hollow Elementary	0
23309	Shelton School District	4288	Choice Alternative School	0
31201	Snohomish School District	4395	Centennial Middle School	0
03400	Richland School District	5493	Leona Libby Middle School	0
28149	San Juan Island School District	4037	Stuart Island Elementary	0
36140	Walla Walla Public Schools	5187	HEAD START/ECEAP PRESCHOOL	0
37507	Mount Baker School District	2343	Mount Baker Senior High	0
34111	Olympia School District	3133	Jefferson Middle School	0
27003	Puyallup School District	4443	Stahl Junior High	0
24404	Tonasket School District	2679	Tonasket High School	0
06112	Washougal School District	1899	Washougal Special Services	0
